market,date,code,name,closing_price,pe_ratio,dividend_yield,dividend_year,pb_ratio,financial_report_period,trading_status
TPEx,2026-09-15,5904,寶雅*,73.0,21.47,3.49,114.0,1.07,115Q2,traded
TPEx,2026-09-15,5905,南仁湖,7.31,,0.0,114.0,0.73,115Q2,traded
TPEx,2026-09-15,6015,宏遠證,16.85,3.86,3.26,114.0,0.99,115Q2,traded
TPEx,2026-09-15,6016,康和證,21.9,2.87,6.42,114.0,1.02,115Q2,traded
TPEx,2026-09-15,6020,大展證,20.45,5.68,1.33,114.0,0.94,115Q2,traded
TPEx,2026-09-15,6021,美好證,44.2,3.93,4.53,114.0,1.07,115Q2,traded
TPEx,2026-09-15,6023,元大期,84.4,9.33,6.52,114.0,1.35,115Q2,traded
TPEx,2026-09-15,6026,福邦證,15.0,5.43,9.09,114.0,0.94,115Q2,traded
TPEx,2026-09-15,6028,公勝保經,94.2,9.21,6.37,114.0,2.57,115Q2,traded
TPEx,2026-09-15,6101,寬魚國際,38.0,27.94,0.0,114.0,3.23,115Q2,traded
TPEx,2026-09-15,6103,合邦,29.35,73.38,0.0,114.0,2.67,115Q2,traded
TPEx,2026-09-15,6104,創惟,89.2,18.78,5.04,114.0,3.77,115Q2,traded
TPEx,2026-09-15,6109,亞元,10.45,,0.0,114.0,1.22,115Q2,traded
TPEx,2026-09-15,6111,光聚晶電,33.3,,0.0,114.0,1.61,115Q2,traded
TPEx,2026-09-15,6113,亞矽,22.05,36.15,0.0,114.0,2.09,115Q2,traded
TPEx,2026-09-15,6114,久威,22.8,6.02,2.19,114.0,0.62,115Q2,traded
TPEx,2026-09-15,6118,建達,15.1,94.38,0.0,114.0,1.22,115Q2,traded
TPEx,2026-09-15,6121,新普,373.0,11.27,5.84,114.0,1.74,115Q2,traded
TPEx,2026-09-15,6122,擎邦,50.7,10.88,6.71,114.0,2.22,115Q2,traded
TPEx,2026-09-15,6123,上奇,42.95,13.22,8.38,114.0,1.64,115Q2,traded
TPEx,2026-09-15,6124,業強,26.5,50.96,0.0,114.0,1.54,115Q2,traded
TPEx,2026-09-15,6125,廣運,47.55,163.97,1.05,114.0,2.64,115Q2,traded
TPEx,2026-09-15,6126,信音,28.5,36.54,2.1,114.0,1.0,115Q2,traded
TPEx,2026-09-15,6127,九豪,46.75,,0.0,114.0,4.42,115Q2,traded
TPEx,2026-09-15,6129,普誠,13.55,,0.0,114.0,1.32,115Q2,traded
TPEx,2026-09-15,6130,上亞科技,24.0,,0.0,114.0,1.89,115Q2,traded
TPEx,2026-09-15,6134,萬旭,28.15,35.63,0.71,114.0,1.88,115Q2,traded
TPEx,2026-09-15,6138,茂達,265.0,17.82,4.13,114.0,5.25,115Q2,traded
TPEx,2026-09-15,6140,訊達,20.05,,0.0,114.0,2.03,115Q2,traded
TPEx,2026-09-15,6143,振曜,81.3,10.33,7.38,114.0,2.47,115Q2,traded
TPEx,2026-09-15,6144,得利影,13.1,,0.0,114.0,1.6,115Q2,traded
TPEx,2026-09-15,6146,耕興,178.0,15.6,6.74,114.0,3.4,115Q2,traded
TPEx,2026-09-15,6147,頎邦,200.0,48.31,1.4,114.0,2.55,115Q2,traded
TPEx,2026-09-15,6148,驊宏資,37.5,34.72,3.28,114.0,3.14,115Q2,traded
TPEx,2026-09-15,6150,撼訊,60.1,14.73,1.0,114.0,1.7,115Q2,traded
TPEx,2026-09-15,6151,晉倫,34.25,14.64,4.38,114.0,1.84,115Q2,traded
TPEx,2026-09-15,6154,順發,14.05,12.32,3.63,114.0,0.88,115Q2,traded
TPEx,2026-09-15,6156,松上,20.05,50.13,1.0,114.0,0.94,115Q2,traded
TPEx,2026-09-15,6158,禾昌,16.8,,0.0,114.0,0.82,115Q2,traded
TPEx,2026-09-15,6160,欣技,14.3,,0.0,114.0,1.66,115Q2,traded
TPEx,2026-09-15,6161,捷波,47.7,11.58,4.61,114.0,2.0,115Q2,traded
TPEx,2026-09-15,6163,華電網,39.75,44.66,1.45,114.0,2.02,115Q2,traded
TPEx,2026-09-15,6167,久正,9.98,,0.0,114.0,0.85,115Q2,traded
TPEx,2026-09-15,6169,昱泉,12.15,,0.0,114.0,1.41,115Q2,traded
TPEx,2026-09-15,6170,統振,48.0,9.82,8.33,114.0,2.39,115Q2,traded
TPEx,2026-09-15,6171,大城地產,25.85,18.87,7.74,114.0,1.09,115Q2,traded
TPEx,2026-09-15,6173,信昌電,294.5,55.46,0.61,114.0,4.97,115Q2,traded
TPEx,2026-09-15,6174,安碁,42.45,33.43,0.8,114.0,3.18,115Q2,traded
TPEx,2026-09-15,6175,立敦,69.0,22.04,4.35,114.0,2.44,115Q2,traded
TPEx,2026-09-15,6179,亞通,34.85,47.74,1.43,114.0,1.65,115Q2,traded
TPEx,2026-09-15,6180,橘子,40.7,,2.52,114.0,1.8,115Q2,traded
TPEx,2026-09-15,6182,合晶,105.5,458.7,0.0,114.0,3.88,115Q2,traded
TPEx,2026-09-15,6185,幃翔,12.25,53.26,3.21,114.0,0.86,115Q2,traded
TPEx,2026-09-15,6186,新潤,29.6,5.84,16.92,114.0,1.26,115Q2,traded
TPEx,2026-09-15,6187,萬潤,1215.0,62.99,0.96,114.0,13.89,115Q2,traded
TPEx,2026-09-15,6188,廣明,61.6,21.92,5.19,114.0,1.35,115Q2,traded
TPEx,2026-09-15,6190,萬泰科,66.0,29.07,2.93,114.0,3.12,115Q2,traded
TPEx,2026-09-15,6194,育富,30.3,25.9,4.95,114.0,0.75,115Q2,traded
TPEx,2026-09-15,6195,詩肯,27.7,14.73,3.61,114.0,1.04,115Q2,traded
TPEx,2026-09-15,6198,瑞築,,,0.0,114.0,0.7,115Q2,no_trade
TPEx,2026-09-15,6199,天品,102.5,37.68,0.0,114.0,5.97,115Q2,traded
TPEx,2026-09-15,6203,海韻電,59.3,9.03,6.75,114.0,1.66,115Q2,traded
TPEx,2026-09-15,6204,艾華,89.5,74.58,0.56,114.0,5.75,115Q2,traded
TPEx,2026-09-15,6207,雷科,104.0,68.42,0.58,114.0,3.44,115Q2,traded
TPEx,2026-09-15,6208,日揚,72.0,16.94,2.78,114.0,2.11,115Q2,traded
TPEx,2026-09-15,6210,慶生,16.8,,0.0,114.0,1.73,115Q2,traded
TPEx,2026-09-15,6212,理銘,33.15,16.49,0.0,114.0,0.88,115Q2,traded
TPEx,2026-09-15,6217,中探針,156.5,,0.0,114.0,6.09,115Q2,traded
TPEx,2026-09-15,6218,豪勉,49.25,29.32,0.0,114.0,3.16,115Q2,traded
TPEx,2026-09-15,6219,富旺,12.0,12.77,0.0,114.0,0.76,115Q2,traded
TPEx,2026-09-15,6220,岳豐,25.45,21.94,2.75,114.0,1.17,115Q2,traded
TPEx,2026-09-15,6221,晉泰,28.15,12.03,4.26,114.0,1.56,115Q2,traded
TPEx,2026-09-15,6222,立軒,18.6,,0.0,114.0,1.47,115Q2,traded
TPEx,2026-09-15,6223,旺矽,5440.0,116.49,0.4,114.0,33.51,115Q2,traded
TPEx,2026-09-15,6227,茂綸,132.5,10.3,3.4,114.0,3.18,115Q2,traded
TPEx,2026-09-15,6228,全譜,,,0.0,114.0,1.91,115Q2,no_trade
TPEx,2026-09-15,6229,研通,23.2,21.28,2.59,114.0,1.31,115Q2,traded
TPEx,2026-09-15,6231,系微,205.5,27.25,2.77,114.0,8.68,115Q2,traded
TPEx,2026-09-15,6233,旺玖,20.05,91.14,3.74,114.0,1.05,115Q2,traded
TPEx,2026-09-15,6234,高僑,33.5,32.21,0.75,114.0,1.2,115Q2,traded
TPEx,2026-09-15,6236,中湛,,1995.0,0.0,114.0,5.33,115Q2,no_trade
TPEx,2026-09-15,6237,驊訊,33.2,,0.3,114.0,1.81,115Q2,traded
TPEx,2026-09-15,6240,松崗,24.6,,0.0,114.0,1.59,115Q2,traded
TPEx,2026-09-15,6241,鑫永洋,15.8,21.35,0.0,114.0,1.52,115Q2,traded
TPEx,2026-09-15,6242,立康,33.8,14.08,5.92,114.0,1.28,115Q2,traded
TPEx,2026-09-15,6244,茂迪,21.7,51.67,0.65,114.0,1.84,115Q2,traded
TPEx,2026-09-15,6245,立端,83.7,19.11,4.54,114.0,2.06,115Q2,traded
TPEx,2026-09-15,6246,臺龍,12.7,63.5,0.0,114.0,1.16,115Q2,traded
TPEx,2026-09-15,6248,沛波,16.8,12.82,7.24,114.0,0.77,115Q2,traded
TPEx,2026-09-15,6259,百徽,27.8,18.66,1.25,114.0,1.86,115Q2,traded
TPEx,2026-09-15,6261,久元,75.5,14.72,3.31,114.0,1.42,115Q2,traded
TPEx,2026-09-15,6263,普萊德,153.0,17.33,5.1,114.0,6.14,115Q2,traded
TPEx,2026-09-15,6264,富裔,6.02,,0.0,114.0,0.89,115Q2,traded
TPEx,2026-09-15,6265,方土昶,47.1,5.74,0.0,114.0,2.52,115Q2,traded
TPEx,2026-09-15,6266,泰詠,24.85,12.68,7.16,114.0,1.56,115Q2,traded
TPEx,2026-09-15,6270,倍微,28.05,21.41,3.57,114.0,0.74,115Q2,traded
TPEx,2026-09-15,6274,台燿,1370.0,69.58,0.55,114.0,16.98,115Q2,traded
TPEx,2026-09-15,6275,元山,44.8,17.71,4.45,114.0,2.15,115Q2,traded
TPEx,2026-09-15,6276,安鈦克,19.1,,0.0,114.0,3.35,115Q2,traded
TPEx,2026-09-15,6279,胡連,110.5,9.69,4.98,114.0,1.45,115Q2,traded
TPEx,2026-09-15,6284,佳邦,75.0,19.69,2.52,114.0,1.28,115Q2,traded
TPEx,2026-09-15,6290,良維,253.5,27.0,2.44,114.0,5.45,115Q2,traded
TPEx,2026-09-15,6291,沛亨,446.0,38.51,1.35,114.0,13.17,115Q2,traded
TPEx,2026-09-15,6292,迅德,64.1,11.63,2.81,114.0,2.5,115Q2,traded
TPEx,2026-09-15,6294,智基,28.5,10.71,10.53,114.0,1.33,115Q2,traded
TPEx,2026-09-15,6411,晶焱,75.8,18.09,2.92,114.0,1.49,115Q2,traded
TPEx,2026-09-15,6417,韋僑,100.5,15.39,2.39,114.0,2.4,115Q2,traded
TPEx,2026-09-15,6418,詠昇,34.7,91.32,1.1,114.0,2.33,115Q2,traded
TPEx,2026-09-15,6419,京晨科,143.0,4.81,0.0,114.0,2.63,115Q2,traded
TPEx,2026-09-15,6423,億而得,79.7,112.25,1.25,114.0,4.65,115Q2,traded
TPEx,2026-09-15,6425,易發,59.6,57.31,1.66,114.0,2.35,115Q2,traded
TPEx,2026-09-15,6432,今展科,52.2,21.57,2.3,114.0,1.89,115Q2,traded
TPEx,2026-09-15,6435,大中,235.5,17.67,3.18,114.0,3.94,115Q2,traded
TPEx,2026-09-15,6441,廣錠,24.3,,0.0,114.0,1.47,115Q2,traded
TPEx,2026-09-15,6461,益得,24.6,,0.0,114.0,3.03,115Q2,traded
TPEx,2026-09-15,6462,神盾,96.5,,0.0,114.0,1.19,115Q2,traded
TPEx,2026-09-15,6465,威潤,41.1,12.02,0.49,114.0,3.34,115Q2,traded
TPEx,2026-09-15,6469,大樹,64.4,18.72,5.83,114.0,2.63,115Q2,traded
TPEx,2026-09-15,6470,宇智,43.0,8.96,5.81,114.0,1.43,115Q2,traded
TPEx,2026-09-15,6474,華豫寧,35.2,10.35,7.1,114.0,1.09,115Q2,traded
TPEx,2026-09-15,6482,弘煜科,24.75,13.6,8.08,114.0,1.84,115Q2,traded
TPEx,2026-09-15,6485,點序,58.5,,0.82,114.0,1.41,115Q2,traded
TPEx,2026-09-15,6486,互動,79.6,16.58,7.54,114.0,2.3,115Q2,traded
TPEx,2026-09-15,6488,環球晶,914.0,44.37,0.84,114.0,4.52,115Q2,traded
TPEx,2026-09-15,6492,生華科,33.3,,0.0,114.0,4.83,115Q2,traded
TPEx,2026-09-15,6494,九齊,49.05,16.46,2.04,114.0,1.51,115Q2,traded
TPEx,2026-09-15,6496,科懋,24.7,,0.0,114.0,1.67,115Q2,traded
TPEx,2026-09-15,6498,久禾光,64.2,8.48,7.01,114.0,1.96,115Q2,traded
TPEx,2026-09-15,6499,益安,70.5,,0.0,114.0,5.56,115Q2,traded
TPEx,2026-09-15,6506,雙邦,17.9,12.01,5.59,114.0,1.16,115Q2,traded
TPEx,2026-09-15,6508,惠光,24.75,24.26,2.02,114.0,0.88,115Q2,traded
TPEx,2026-09-15,6509,聚和,46.15,12.75,3.02,114.0,1.63,115Q2,traded
TPEx,2026-09-15,6510,精測,3255.0,76.77,0.47,114.0,10.58,115Q2,traded
TPEx,2026-09-15,6512,啟發電,20.35,,0.0,114.0,1.55,115Q2,traded
TPEx,2026-09-15,6516,勤崴國際,56.9,26.47,4.11,114.0,3.36,115Q2,traded
TPEx,2026-09-15,6517,保勝光學,61.0,24.3,2.46,114.0,2.83,115Q2,traded
TPEx,2026-09-15,6523,達爾膚,89.4,13.52,11.19,114.0,3.16,115Q2,traded
TPEx,2026-09-15,6527,明達醫,75.0,12.86,3.87,114.0,1.84,115Q2,traded
TPEx,2026-09-15,6530,創威,89.5,37.14,2.23,114.0,6.54,115Q2,traded
TPEx,2026-09-15,6532,瑞耘,91.7,11.41,3.27,114.0,2.78,115Q2,traded
TPEx,2026-09-15,6535,順藥,75.2,,0.0,114.0,10.18,115Q2,traded
TPEx,2026-09-15,6538,倉和,365.0,209.77,0.42,114.0,7.09,115Q2,traded
TPEx,2026-09-15,6542,隆中,44.3,100.68,0.05,114.0,2.58,115Q2,traded
TPEx,2026-09-15,6546,正基,59.1,14.49,4.23,114.0,1.85,115Q2,traded
TPEx,2026-09-15,6547,高端疫苗,59.7,,0.0,114.0,5.52,115Q2,traded
TPEx,2026-09-15,6548,長科*,71.7,32.3,1.88,114.0,5.11,115Q2,traded
TPEx,2026-09-15,6556,勝品,60.4,7.81,5.79,114.0,1.08,115Q2,traded
TPEx,2026-09-15,6560,欣普羅,31.85,26.32,0.0,114.0,1.58,115Q2,traded
TPEx,2026-09-15,6561,是方,308.0,20.51,4.64,114.0,7.27,115Q2,traded
TPEx,2026-09-15,6568,宏觀,131.5,26.25,1.52,114.0,2.58,115Q2,traded
TPEx,2026-09-15,6569,醫揚,89.9,19.13,3.34,114.0,2.26,115Q2,traded
TPEx,2026-09-15,6570,維田,46.2,18.26,2.38,114.0,2.03,115Q2,traded
TPEx,2026-09-15,6574,霈方,119.5,9.03,2.51,114.0,2.46,115Q2,traded
TPEx,2026-09-15,6576,逸達,81.9,585.0,0.0,114.0,10.14,115Q2,traded
TPEx,2026-09-15,6577,勁豐,79.4,10.98,6.3,114.0,3.37,115Q2,traded
TPEx,2026-09-15,6578,達邦蛋白,17.0,,2.35,114.0,1.21,115Q2,traded
TPEx,2026-09-15,6584,南俊國際,537.0,51.0,0.45,114.0,10.28,115Q2,traded
TPEx,2026-09-15,6588,東典光電,100.0,555.56,0.0,114.0,4.44,115Q2,traded
TPEx,2026-09-15,6590,普鴻,68.7,13.24,2.18,114.0,2.44,115Q2,traded
TPEx,2026-09-15,6593,台灣銘板,31.6,,0.0,114.0,1.18,115Q2,traded
TPEx,2026-09-15,6596,寬宏藝術,94.0,4.7,19.89,114.0,2.9,115Q2,traded
TPEx,2026-09-15,6597,立誠,,44.3,1.43,114.0,2.66,115Q2,no_trade
TPEx,2026-09-15,6603,富強鑫,25.05,32.12,1.6,114.0,1.57,115Q2,traded
TPEx,2026-09-15,6609,瀧澤科,38.85,,0.0,114.0,1.18,115Q2,traded
TPEx,2026-09-15,6612,奈米醫材,69.7,35.38,1.88,114.0,1.73,115Q2,traded
TPEx,2026-09-15,6613,朋億*,255.0,15.08,3.92,114.0,3.09,115Q2,traded
TPEx,2026-09-15,6615,慧智,33.7,51.06,0.0,114.0,1.12,115Q2,traded
TPEx,2026-09-15,6616,特昇-KY,8.55,,0.0,114.0,0.72,115Q2,traded
TPEx,2026-09-15,6617,共信-KY,125.5,,0.0,114.0,6.53,115Q2,traded
TPEx,2026-09-15,6620,漢達,122.0,42.36,1.7,114.0,3.95,115Q2,traded
TPEx,2026-09-15,6624,萬年清,39.3,74.15,0.73,114.0,1.78,115Q2,traded
TPEx,2026-09-15,6629,泰金-KY,103.0,9.02,6.02,114.0,2.28,115Q2,traded
TPEx,2026-09-15,6637,醫影,54.0,9.82,8.33,114.0,1.35,115Q2,traded
TPEx,2026-09-15,6640,均華,1100.0,65.67,1.36,114.0,6.14,115Q2,traded
TPEx,2026-09-15,6642,富致,75.1,19.87,2.4,114.0,2.58,115Q2,traded
TPEx,2026-09-15,6643,M31,410.0,431.58,0.29,114.0,9.19,115Q2,traded
TPEx,2026-09-15,6649,台生材,36.05,45.63,2.77,114.0,2.35,115Q2,traded
TPEx,2026-09-15,6651,全宇昕,141.5,15.85,2.83,114.0,3.73,115Q2,traded
TPEx,2026-09-15,6654,天正國際,199.0,70.32,0.0,114.0,6.12,115Q2,traded
TPEx,2026-09-15,6661,威健生技,16.6,,0.0,114.0,1.42,115Q2,traded
TPEx,2026-09-15,6662,樂斯科,28.5,17.81,5.44,114.0,1.71,115Q2,traded
TPEx,2026-09-15,6664,群翊,333.0,20.02,3.05,114.0,4.86,115Q2,traded
TPEx,2026-09-15,6667,信紘科,236.0,16.13,4.96,114.0,4.68,115Q2,traded
TPEx,2026-09-15,6679,鈺太,194.0,15.72,3.35,114.0,1.75,115Q2,traded
TPEx,2026-09-15,6680,鑫創電子,53.8,57.23,0.56,114.0,2.35,115Q2,traded
TPEx,2026-09-15,6683,雍智科技,1450.0,64.73,0.62,114.0,14.13,115Q2,traded
TPEx,2026-09-15,6684,安格,44.4,,0.0,114.0,1.28,115Q2,traded
TPEx,2026-09-15,6690,安碁資訊,183.5,16.76,4.9,114.0,1.82,115Q2,traded
TPEx,2026-09-15,6692,進能服,,,0.87,114.0,1.41,115Q2,no_trade
TPEx,2026-09-15,6693,廣閎科,173.5,34.84,0.35,114.0,6.27,115Q2,traded
TPEx,2026-09-15,6697,東捷資訊,41.05,13.42,6.33,114.0,1.86,115Q2,traded
TPEx,2026-09-15,6703,軒郁,100.5,9.79,1.0,114.0,2.56,115Q2,traded
TPEx,2026-09-15,6708,天擎,37.35,120.48,0.0,114.0,2.78,115Q2,traded
TPEx,2026-09-15,6712,長聖,155.5,33.44,2.57,114.0,5.57,115Q2,traded
TPEx,2026-09-15,6716,應廣,115.0,18.52,1.39,114.0,4.1,115Q2,traded
TPEx,2026-09-15,6720,久昌,129.5,35.38,2.7,114.0,4.45,115Q2,traded
TPEx,2026-09-15,6721,信實,49.5,9.78,6.67,114.0,1.71,115Q2,traded
TPEx,2026-09-15,6725,矽科宏晟,207.0,15.72,3.38,114.0,3.24,115Q2,traded
TPEx,2026-09-15,6727,亞泰金屬,469.5,43.92,0.96,114.0,8.68,115Q2,traded
TPEx,2026-09-15,6728,上洋,107.5,11.79,6.05,114.0,1.64,115Q2,traded
TPEx,2026-09-15,6730,常廣,31.9,16.88,4.7,114.0,1.57,115Q2,traded
TPEx,2026-09-15,6732,昇佳電子,145.0,20.89,3.79,114.0,1.53,115Q2,traded
TPEx,2026-09-15,6733,博晟生醫,25.05,,0.0,114.0,3.15,115Q2,traded
TPEx,2026-09-15,6735,美達科技,59.5,42.5,1.18,114.0,2.9,115Q2,traded
TPEx,2026-09-15,6739,竹陞科技,1065.0,45.11,1.22,114.0,24.09,115Q2,traded
TPEx,2026-09-15,6741,91APP*-KY,58.8,13.1,3.49,114.0,2.18,115Q2,traded
TPEx,2026-09-15,6751,智聯服務,41.5,7.19,7.23,114.0,0.99,115Q2,traded
TPEx,2026-09-15,6752,叡揚,99.0,14.41,4.85,114.0,2.75,115Q2,traded
TPEx,2026-09-15,6761,穩得,160.0,21.56,3.75,114.0,3.26,115Q2,traded
TPEx,2026-09-15,6762,達亞,,322.0,0.62,114.0,4.34,115Q2,no_trade
TPEx,2026-09-15,6763,綠界科技*,40.9,9.9,7.33,114.0,2.52,115Q2,traded
TPEx,2026-09-15,6767,台微醫,24.65,,0.0,114.0,1.69,115Q2,traded
TPEx,2026-09-15,6785,昱展新藥,94.0,,0.11,114.0,2.64,115Q2,traded
TPEx,2026-09-15,6788,華景電,318.5,16.49,4.71,114.0,4.68,115Q2,traded
TPEx,2026-09-15,6791,虎門科技,100.0,21.14,3.5,114.0,4.43,115Q2,traded
TPEx,2026-09-15,6803,崑鼎,269.0,14.53,5.87,114.0,2.86,115Q2,traded
TPEx,2026-09-15,6804,明係,18.25,,2.74,114.0,0.68,115Q2,traded
TPEx,2026-09-15,6811,宏碁資訊,251.0,15.55,4.18,114.0,4.48,115Q2,traded
TPEx,2026-09-15,6821,聯寶,40.1,22.91,2.71,114.0,1.73,115Q2,traded
TPEx,2026-09-15,6823,濾能,57.6,,0.0,114.0,3.55,115Q2,traded
TPEx,2026-09-15,6829,千附精密,204.0,38.2,1.72,114.0,6.32,115Q2,traded
TPEx,2026-09-15,6840,東研信超,90.0,41.86,1.11,114.0,2.56,115Q2,traded
TPEx,2026-09-15,6841,長佳智能,51.9,77.46,1.93,114.0,3.1,115Q2,traded
TPEx,2026-09-15,6843,進典,38.5,20.48,5.19,114.0,1.54,115Q2,traded
TPEx,2026-09-15,6844,諾貝兒,58.7,17.9,6.81,114.0,0.71,115Q2,traded
TPEx,2026-09-15,6846,綠茵,58.7,12.49,6.72,114.0,1.73,115Q2,traded
TPEx,2026-09-15,6855,數泓科,112.0,11.31,4.91,114.0,2.95,115Q2,traded
TPEx,2026-09-15,6856,鑫傳,40.95,13.6,7.33,114.0,1.61,115Q2,traded
TPEx,2026-09-15,6859,伯特光,116.0,41.13,1.72,114.0,2.29,115Q2,traded
TPEx,2026-09-15,6865,偉康科技,26.7,,5.25,114.0,1.22,115Q2,traded
TPEx,2026-09-15,6870,騰雲,329.0,37.99,1.58,114.0,6.33,115Q2,traded
TPEx,2026-09-15,6872,浩宇生醫,22.9,,0.0,114.0,3.33,115Q2,traded
TPEx,2026-09-15,6874,倍力,69.4,16.76,5.76,114.0,3.18,115Q2,traded
TPEx,2026-09-15,6875,國邑*,32.25,,0.0,114.0,3.05,115Q2,traded
TPEx,2026-09-15,6877,鏵友益,108.0,,0.46,114.0,6.07,115Q2,traded
TPEx,2026-09-15,6881,潤德,211.0,10.33,8.77,114.0,4.12,115Q2,traded
TPEx,2026-09-15,6884,海柏特,30.65,15.96,4.89,114.0,1.78,115Q2,traded
TPEx,2026-09-15,6894,衛司特,352.5,22.37,2.41,114.0,5.08,115Q2,traded
TPEx,2026-09-15,6895,宏碩系統,146.0,286.27,1.99,114.0,5.56,115Q2,traded
TPEx,2026-09-15,6899,創為精密,49.15,11.17,5.7,114.0,1.11,115Q2,traded
TPEx,2026-09-15,6903,巨漢,290.5,13.35,2.93,114.0,5.25,115Q2,traded
TPEx,2026-09-15,6904,伯鑫,122.0,16.03,4.1,114.0,2.24,115Q2,traded
TPEx,2026-09-15,6907,雅特力-KY,176.5,35.44,0.56,114.0,6.83,115Q2,traded
TPEx,2026-09-15,6910,德鴻,24.9,13.46,7.03,114.0,1.68,115Q2,traded
TPEx,2026-09-15,6913,鴻呈,124.5,18.95,2.01,114.0,3.12,115Q2,traded
TPEx,2026-09-15,6922,宸曜,181.5,18.95,2.66,114.0,4.55,115Q2,traded
TPEx,2026-09-15,6925,意藍,60.7,20.86,3.29,114.0,3.12,115Q2,traded
TPEx,2026-09-15,6929,佑全,22.05,,0.0,114.0,0.99,115Q2,traded
TPEx,2026-09-15,6945,圓祥生技,109.5,,0.0,114.0,4.58,115Q2,traded
TPEx,2026-09-15,6953,家碩,224.5,23.07,2.67,114.0,4.1,115Q2,traded
TPEx,2026-09-15,6961,旅天下,48.55,18.89,10.3,114.0,1.42,115Q2,traded
TPEx,2026-09-15,6967,汎瑋材料,65.4,12.53,5.66,114.0,1.95,115Q2,traded
TPEx,2026-09-15,6968,萬達寵物,41.55,16.36,3.61,114.0,1.56,115Q2,traded
TPEx,2026-09-15,6971,惠民實業,24.55,10.67,6.11,114.0,1.09,115Q2,traded
TPEx,2026-09-15,6982,大井泵浦,43.85,,3.64,114.0,2.05,115Q2,traded
TPEx,2026-09-15,6983,華洋精機,349.5,86.08,0.86,114.0,6.99,115Q2,traded
TPEx,2026-09-15,6986,和迅,40.25,18.05,0.55,114.0,1.96,115Q2,traded
TPEx,2026-09-15,6996,力領科技,169.5,11.26,5.9,114.0,2.63,115Q2,traded
TPEx,2026-09-15,6997,博弘,66.7,33.02,6.9,114.0,2.92,115Q2,traded
TPEx,2026-09-15,7402,邑錡,99.0,,0.5,114.0,5.58,115Q2,traded
TPEx,2026-09-15,7547,碩網,50.9,16.47,3.49,114.0,1.77,115Q2,traded
TPEx,2026-09-15,7556,意德士,238.5,27.67,1.9,114.0,3.78,115Q2,traded
TPEx,2026-09-15,7584,樂意,27.6,,1.49,114.0,1.01,115Q2,traded
TPEx,2026-09-15,7642,昶瑞機電,71.3,28.87,4.21,114.0,2.26,115Q2,traded
TPEx,2026-09-15,7703,銳澤,199.0,26.71,3.52,114.0,3.42,115Q2,traded
TPEx,2026-09-15,7704,明遠精密,61.4,19.07,2.93,114.0,1.77,115Q2,traded
TPEx,2026-09-15,7708,全家餐飲,91.5,12.17,6.01,114.0,2.32,115Q2,traded
TPEx,2026-09-15,7709,榮田,80.2,21.44,1.87,114.0,1.85,115Q2,traded
TPEx,2026-09-15,7712,博盛半導體,150.0,21.65,2.67,114.0,2.59,115Q2,traded
TPEx,2026-09-15,7713,威力德生醫,73.5,13.41,5.58,114.0,2.78,115Q2,traded
TPEx,2026-09-15,7714,創泓科技,178.0,23.03,2.81,114.0,6.46,115Q2,traded
TPEx,2026-09-15,7715,裕山,27.4,18.9,6.57,114.0,1.0,115Q2,traded
TPEx,2026-09-15,7716,昱臺國際,23.3,13.79,7.3,114.0,1.1,115Q2,traded
TPEx,2026-09-15,7717,萊德光電-KY,479.5,67.82,0.69,114.0,11.38,115Q2,traded
TPEx,2026-09-15,7718,友鋮,46.0,8.33,5.43,114.0,1.35,115Q2,traded
TPEx,2026-09-15,7723,築間,18.75,,0.0,114.0,1.4,115Q2,traded
TPEx,2026-09-15,7728,光焱科技,635.0,100.79,0.8,114.0,12.19,115Q2,traded
TPEx,2026-09-15,7734,印能科技,2555.0,53.86,0.78,114.0,10.59,115Q2,traded
TPEx,2026-09-15,7738,東聯互動,161.0,12.58,6.21,114.0,2.34,115Q2,traded
TPEx,2026-09-15,7743,金利食安,22.8,19.83,2.19,114.0,1.28,115Q2,traded
TPEx,2026-09-15,7744,崴寶,484.0,22.28,1.45,114.0,5.73,115Q2,traded
TPEx,2026-09-15,7747,昕奇雲端,113.5,23.21,3.52,114.0,3.23,115Q2,traded
TPEx,2026-09-15,7751,竑騰,1360.0,52.71,1.32,114.0,15.49,115Q2,traded
TPEx,2026-09-15,7753,星亞,35.6,8.09,4.21,114.0,1.56,115Q2,traded
TPEx,2026-09-15,7757,金色三麥,87.0,10.73,8.91,114.0,2.1,115Q2,traded
TPEx,2026-09-15,7767,仁大資訊,46.15,10.19,6.5,114.0,1.54,115Q2,traded
TPEx,2026-09-15,7770,君曜,37.0,14.57,5.41,114.0,1.96,115Q2,traded
TPEx,2026-09-15,7772,耀穎,130.0,164.56,1.15,114.0,3.39,115Q2,traded
TPEx,2026-09-15,7777,能率亞洲,35.35,28.28,0.71,114.0,2.83,115Q2,traded
TPEx,2026-09-15,7782,光速火箭,25.65,11.71,7.84,114.0,1.3,115Q2,traded
TPEx,2026-09-15,7792,安葆,311.5,28.16,2.57,114.0,4.38,115Q2,traded
TPEx,2026-09-15,7794,宏碁智新,31.3,12.83,5.11,114.0,1.88,115Q2,traded
TPEx,2026-09-15,7805,威聯通,497.0,10.47,8.05,114.0,2.13,115Q2,traded
TPEx,2026-09-15,7810,捷創科技,210.5,24.06,2.38,114.0,4.49,115Q2,traded
